_type;_tags_width;_tags_surface;_tags_source:ref;_tags_source;_tags_sidewalk;_tags_ref;_tags_oneway;_tags_old_ref;_tags_official_name;_tags_name;_tags_maxspeed;_tags_lit;_tags_lanes;_tags_highway;_tags_chile:region;_tags_attribution;_tags_alt_name;_tags_access;_nodes;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[3440120119, 7220808771, 9337812530];1012138314;-73.21619676666668;-39.80801566666666;[{'lat': -39.8083152, 'lon': -73.2164738}, {'lat': -39.8079683, 'lon': -73.2161516}, {'lat': -39.8077635, 'lon': -73.2159649}];-73.2164738;-39.8083152;-73.2159649;-39.8077635
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[3440120130, 9338396397];1012192476;-73.21758825;-39.809368449999994;[{'lat': -39.8091696, 'lon': -73.2174016}, {'lat': -39.8095673, 'lon': -73.2177749}];-73.2177749;-39.8095673;-73.2174016;-39.8091696
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338396403, 3440120130];1012192477;-73.21731665;-39.809070199999994;[{'lat': -39.8089708, 'lon': -73.2172317}, {'lat': -39.8091696, 'lon': -73.2174016}];-73.2174016;-39.8091696;-73.2172317;-39.8089708
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9337718913, 7237036410, 9338396398];1012192478;-73.21670423333335;-39.808393599999995;[{'lat': -39.808164, 'lon': -73.2164944}, {'lat': -39.8084621, 'lon': -73.2167668}, {'lat': -39.8085547, 'lon': -73.2168515}];-73.2168515;-39.8085547;-73.2164944;-39.808164
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[3440120115, 9338396407];1012192481;-73.21291175;-39.79451315;[{'lat': -39.7945736, 'lon': -73.2129323}, {'lat': -39.7944527, 'lon': -73.2128912}];-73.2129323;-39.7945736;-73.2128912;-39.7944527
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338396412, 3440120158, 11877021324];1012192483;-73.21232923333334;-39.79270903333334;[{'lat': -39.7940933, 'lon': -73.2127733}, {'lat': -39.7931646, 'lon': -73.2124721}, {'lat': -39.7908692, 'lon': -73.2117423}];-73.2127733;-39.7940933;-73.2117423;-39.7908692
way;;concrete;Vialidad;;;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338396413, 9337716357];1012192484;-73.21370379999999;-39.796381350000004;[{'lat': -39.7960796, 'lon': -73.2135931}, {'lat': -39.7966831, 'lon': -73.2138145}];-73.2138145;-39.7966831;-73.2135931;-39.7960796
way;;concrete;Vialidad;;;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[1358086016, 9338396413];1012192485;-73.2135493;-39.795960199999996;[{'lat': -39.7958408, 'lon': -73.2135055}, {'lat': -39.7960796, 'lon': -73.2135931}];-73.2135931;-39.7960796;-73.2135055;-39.7958408
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338457679, 9338457672];1012201701;-73.2180639;-39.80987505;[{'lat': -39.8097877, 'lon': -73.2179819}, {'lat': -39.8099624, 'lon': -73.2181459}];-73.2181459;-39.8099624;-73.2179819;-39.8097877
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338457668, 1487642313];1012201702;-73.2186633;-39.81049075;[{'lat': -39.8104005, 'lon': -73.2185666}, {'lat': -39.810581, 'lon': -73.21876}];-73.21876;-39.810581;-73.2185666;-39.8104005
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9338396397, 9338457679];1012201703;-73.21787839999999;-39.8096775;[{'lat': -39.8095673, 'lon': -73.2177749}, {'lat': -39.8097877, 'lon': -73.2179819}];-73.2179819;-39.8097877;-73.2177749;-39.8095673
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[1358100174, 8688585720, 1350682863, 8688585718, 9335763664];1012205671;-73.21361885048834;-39.802492359733854;[{'lat': -39.801852, 'lon': -73.213754}, {'lat': -39.8019373, 'lon': -73.213736}, {'lat': -39.8022987, 'lon': -73.2136597}, {'lat': -39.8025359, 'lon': -73.2136097}, {'lat': -39.8026512, 'lon': -73.2135853}];-73.213754;-39.8026512;-73.2135853;-39.801852
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[3440120143, 5885206191, 5885206193, 3440120150];1012205672;-73.21756433083642;-39.80952222385324;[{'lat': -39.8099597, 'lon': -73.2179771}, {'lat': -39.8098478, 'lon': -73.2178715}, {'lat': -39.8092918, 'lon': -73.2173469}, {'lat': -39.8091617, 'lon': -73.2172242}];-73.2179771;-39.8099597;-73.2172242;-39.8091617
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[11877012366, 8689230240, 9338341307];1012205673;-73.22025036666666;-39.811954433333334;[{'lat': -39.8118863, 'lon': -73.2201717}, {'lat': -39.8119548, 'lon': -73.2202497}, {'lat': -39.8120222, 'lon': -73.2203297}];-73.2203297;-39.8120222;-73.2201717;-39.8118863
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338341306, 1194219277];1012205674;-73.2208947;-39.81249855;[{'lat': -39.8123721, 'lon': -73.2207446}, {'lat': -39.812625, 'lon': -73.2210448}];-73.2210448;-39.812625;-73.2207446;-39.8123721
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338341307, 9338341306];1012205675;-73.22053715;-39.81219715;[{'lat': -39.8120222, 'lon': -73.2203297}, {'lat': -39.8123721, 'lon': -73.2207446}];-73.2207446;-39.8123721;-73.2203297;-39.8120222
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9338341308, 9338341313];1012205676;-73.2199232;-39.81177495;[{'lat': -39.8119492, 'lon': -73.2201257}, {'lat': -39.8116007, 'lon': -73.2197207}];-73.2201257;-39.8119492;-73.2197207;-39.8116007
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[3440120129, 4331417676, 8689230239, 9338341308];1012205677;-73.22051535166791;-39.81227591675351;[{'lat': -39.8127138, 'lon': -73.2210438}, {'lat': -39.8121662, 'lon': -73.2203783}, {'lat': -39.8120038, 'lon': -73.2201892}, {'lat': -39.8119492, 'lon': -73.2201257}];-73.2210438;-39.8127138;-73.2201257;-39.8119492
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9338539922, 9338539921];1012205681;-73.21928735;-39.81108675;[{'lat': -39.8109096, 'lon': -73.2190971}, {'lat': -39.8112639, 'lon': -73.2194776}];-73.2194776;-39.8112639;-73.2190971;-39.8109096
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[1487642313, 9338539922];1012205682;-73.21892855;-39.8107453;[{'lat': -39.810581, 'lon': -73.21876}, {'lat': -39.8109096, 'lon': -73.2190971}];-73.2190971;-39.8109096;-73.21876;-39.810581
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9338562535, 3440112090];1012207599;-73.2218352;-39.81327305;[{'lat': -39.8133146, 'lon': -73.2218948}, {'lat': -39.8132315, 'lon': -73.2217756}];-73.2218948;-39.8133146;-73.2217756;-39.8132315
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[4330402465, 9730951533, 3440120125];1012207602;-73.2222824;-39.81359853333333;[{'lat': -39.8137903, 'lon': -73.2225392}, {'lat': -39.8136114, 'lon': -73.2222997}, {'lat': -39.8133939, 'lon': -73.2220083}];-73.2225392;-39.8137903;-73.2220083;-39.8133939
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;60;yes;3;trunk;;;Ruta 202;;[1194219326, 1194219147];1012207603;-73.22192685;-39.81324625;[{'lat': -39.813178, 'lon': -73.2218287}, {'lat': -39.8133145, 'lon': -73.222025}];-73.222025;-39.8133145;-73.2218287;-39.813178
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9338562555, 1194219382];1012207604;-73.22126385;-39.81278275;[{'lat': -39.8127121, 'lon': -73.2211657}, {'lat': -39.8128534, 'lon': -73.221362}];-73.221362;-39.8128534;-73.2211657;-39.8127121
way;;concrete;Vialidad;;separate;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;60;yes;2;trunk;;;Ruta 202;;[1194219277, 9338562555];1012207605;-73.22110525;-39.81266855;[{'lat': -39.812625, 'lon': -73.2210448}, {'lat': -39.8127121, 'lon': -73.2211657}];-73.2211657;-39.8127121;-73.2210448;-39.812625
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[3440120125, 9338562540, 9338562535];1012207607;-73.22194586666667;-39.81335023333333;[{'lat': -39.8133939, 'lon': -73.2220083}, {'lat': -39.8133422, 'lon': -73.2219345}, {'lat': -39.8133146, 'lon': -73.2218948}];-73.2220083;-39.8133939;-73.2218948;-39.8133146
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9340461489, 9340461487, 9340461495, 3440120126];1012442608;-73.22623321542002;-39.81644665427667;[{'lat': -39.8166197, 'lon': -73.2264706}, {'lat': -39.8163628, 'lon': -73.2261182}, {'lat': -39.8162992, 'lon': -73.2260309}, {'lat': -39.8162349, 'lon': -73.2259427}];-73.2264706;-39.8166197;-73.2259427;-39.8162349
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[7644424357, 7199458741];1012442611;-73.22430965000001;-39.8149889;[{'lat': -39.8148996, 'lon': -73.2241826}, {'lat': -39.8150782, 'lon': -73.2244367}];-73.2244367;-39.8150782;-73.2241826;-39.8148996
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520621, 9340461510, 7199458740];1012442616;-73.22493596666666;-39.815518233333336;[{'lat': -39.8157334, 'lon': -73.2252382}, {'lat': -39.8156964, 'lon': -73.2251862}, {'lat': -39.8151249, 'lon': -73.2243835}];-73.2252382;-39.8157334;-73.2243835;-39.8151249
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;;trunk;;;Ruta 202;;[9340520622, 9340520620, 9340520621];1012442617;-73.22554183333334;-39.81594953333333;[{'lat': -39.8161091, 'lon': -73.225766}, {'lat': -39.8160061, 'lon': -73.2256213}, {'lat': -39.8157334, 'lon': -73.2252382}];-73.225766;-39.8161091;-73.2252382;-39.8157334
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520628, 9340520627];1012442618;-73.22527550000001;-39.815682699999996;[{'lat': -39.8154414, 'lon': -73.2249407}, {'lat': -39.815924, 'lon': -73.2256103}];-73.2256103;-39.815924;-73.2249407;-39.8154414
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[7199458741, 9340520628];1012442619;-73.2246887;-39.8152598;[{'lat': -39.8150782, 'lon': -73.2244367}, {'lat': -39.8154414, 'lon': -73.2249407}];-73.2249407;-39.8154414;-73.2244367;-39.8150782
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520629, 3440120138];1012442620;-73.223397;-39.8144218;[{'lat': -39.8144984, 'lon': -73.2235045}, {'lat': -39.8143452, 'lon': -73.2232895}];-73.2235045;-39.8144984;-73.2232895;-39.8143452
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520630, 12383481047, 9340520629];1012442621;-73.22381996666665;-39.814721899999995;[{'lat': -39.8149413, 'lon': -73.2241296}, {'lat': -39.814726, 'lon': -73.2238258}, {'lat': -39.8144984, 'lon': -73.2235045}];-73.2241296;-39.8149413;-73.2235045;-39.8144984
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[7199458740, 9340520630];1012442622;-73.22425655;-39.8150331;[{'lat': -39.8151249, 'lon': -73.2243835}, {'lat': -39.8149413, 'lon': -73.2241296}];-73.2243835;-39.8151249;-73.2241296;-39.8149413
way;;concrete;Vialidad;;right;202;yes;205;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520627, 3440126578, 9340461496, 9340461491, 447603526];1012442623;-73.22584345092173;-39.81609171027888;[{'lat': -39.815924, 'lon': -73.2256103}, {'lat': -39.8160633, 'lon': -73.2258024}, {'lat': -39.8161411, 'lon': -73.2259096}, {'lat': -39.8161545, 'lon': -73.2259282}, {'lat': -39.8161964, 'lon': -73.2259916}];-73.2259916;-39.8161964;-73.2256103;-39.815924
way;;concrete;Vialidad;;right;202;yes;;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;2;trunk;;;Ruta 202;;[9340520637, 9340520636, 1194219210];1012442628;-73.2230476;-39.81408686666666;[{'lat': -39.813854, 'lon': -73.2227394}, {'lat': -39.8141064, 'lon': -73.2230734}, {'lat': -39.8143002, 'lon': -73.22333}];-73.22333;-39.8143002;-73.2227394;-39.813854
way;;concrete;Vialidad;;right;202;yes;;Cruce Ruta 5 (Mariquina) - Cruce Ruta 206 (Valdivia);Pedro Aguirre Cerda;50;yes;3;trunk;;;Ruta 202;;[9340520638, 9730951532, 11877012341, 9340520637];1012442629;-73.22243300934329;-39.81362259935608;[{'lat': -39.8134286, 'lon': -73.2221761}, {'lat': -39.8135663, 'lon': -73.2223585}, {'lat': -39.8136666, 'lon': -73.2224913}, {'lat': -39.813854, 'lon': -73.2227394}];-73.2227394;-39.813854;-73.2221761;-39.8134286
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[2176558414, 310277616];1012451770;-73.22988145;-39.820151949999996;[{'lat': -39.8202116, 'lon': -73.2298666}, {'lat': -39.8200923, 'lon': -73.2298963}];-73.2298963;-39.8202116;-73.2298666;-39.8200923
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9340728268, 9340728267];1012469488;-73.2291048;-39.82236505;[{'lat': -39.8222049, 'lon': -73.2291767}, {'lat': -39.8225252, 'lon': -73.2290329}];-73.2291767;-39.8225252;-73.2290329;-39.8222049
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[317636691, 9341272242, 9341272241, 2175626080, 9341272240, 309796301];1012470208;-73.22868369242806;-39.82305869572607;[{'lat': -39.8227608, 'lon': -73.2289084}, {'lat': -39.8228931, 'lon': -73.2288265}, {'lat': -39.8230216, 'lon': -73.2287346}, {'lat': -39.8231457, 'lon': -73.2286332}, {'lat': -39.8232472, 'lon': -73.22854}, {'lat': -39.823345, 'lon': -73.2284403}];-73.2289084;-39.823345;-73.2284403;-39.8227608
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9340936963, 9340936962];1012491409;-73.22712885;-39.8243587;[{'lat': -39.8242073, 'lon': -73.2273562}, {'lat': -39.8245101, 'lon': -73.2269015}];-73.2273562;-39.8245101;-73.2269015;-39.8242073
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[447584761, 2175626086, 9340936963];1012491410;-73.22749123333334;-39.82411343333334;[{'lat': -39.8240422, 'lon': -73.2275949}, {'lat': -39.8240908, 'lon': -73.2275226}, {'lat': -39.8242073, 'lon': -73.2273562}];-73.2275949;-39.8242073;-73.2273562;-39.8240422
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9340728264, 310277301, 982871157];1012526091;-73.22904463333333;-39.82220573333334;[{'lat': -39.8227252, 'lon': -73.2288051}, {'lat': -39.8225778, 'lon': -73.228882}, {'lat': -39.8213142, 'lon': -73.2294468}];-73.2294468;-39.8227252;-73.2288051;-39.8213142
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[982871157, 2175626088, 982871116, 4352121617];1012526092;-73.22958880228676;-39.82095558475907;[{'lat': -39.8213142, 'lon': -73.2294468}, {'lat': -39.8212353, 'lon': -73.2294777}, {'lat': -39.8210114, 'lon': -73.2295655}, {'lat': -39.8205364, 'lon': -73.229756}];-73.229756;-39.8213142;-73.2294468;-39.8205364
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9340728267, 2175625982, 317636691];1012526093;-73.22897846666666;-39.822632533333326;[{'lat': -39.8225252, 'lon': -73.2290329}, {'lat': -39.8226116, 'lon': -73.2289941}, {'lat': -39.8227608, 'lon': -73.2289084}];-73.2290329;-39.8227608;-73.2289084;-39.8225252
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9341864419, 9736018012, 9341864432];1012576854;-73.21524383333335;-39.8336882;[{'lat': -39.8338189, 'lon': -73.2150789}, {'lat': -39.8336451, 'lon': -73.2152999}, {'lat': -39.8336006, 'lon': -73.2153527}];-73.2153527;-39.8338189;-73.2150789;-39.8336006
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[1183273315, 9343607518, 9341864420];1012576855;-73.216205;-39.833004800000005;[{'lat': -39.8326675, 'lon': -73.2165994}, {'lat': -39.8331129, 'lon': -73.2160786}, {'lat': -39.833234, 'lon': -73.215937}];-73.2165994;-39.833234;-73.215937;-39.8326675
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864434, 9341864427, 9341864433];1012576858;-73.21703643333333;-39.832300366666665;[{'lat': -39.8321515, 'lon': -73.2172178}, {'lat': -39.8323161, 'lon': -73.2170173}, {'lat': -39.8324335, 'lon': -73.2168742}];-73.2172178;-39.8324335;-73.2168742;-39.8321515
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[1183273185, 9341864434];1012576859;-73.2175987;-39.83183885;[{'lat': -39.8315262, 'lon': -73.2179796}, {'lat': -39.8321515, 'lon': -73.2172178}];-73.2179796;-39.8321515;-73.2172178;-39.8315262
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864437, 8261723822, 1183273185];1012576860;-73.21813163333334;-39.83140406666666;[{'lat': -39.8312804, 'lon': -73.2182856}, {'lat': -39.8314056, 'lon': -73.2181297}, {'lat': -39.8315262, 'lon': -73.2179796}];-73.2182856;-39.8315262;-73.2179796;-39.8312804
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864438, 9341864437];1012576861;-73.21839405;-39.83119325;[{'lat': -39.8311061, 'lon': -73.2185025}, {'lat': -39.8312804, 'lon': -73.2182856}];-73.2185025;-39.8312804;-73.2182856;-39.8311061
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864433, 9341864428, 5386371943, 5386371941, 1183273315];1012576863;-73.21674734692654;-39.832541542630324;[{'lat': -39.8324335, 'lon': -73.2168742}, {'lat': -39.8324973, 'lon': -73.2167993}, {'lat': -39.8325293, 'lon': -73.2167618}, {'lat': -39.8325696, 'lon': -73.2167144}, {'lat': -39.8326675, 'lon': -73.2165994}];-73.2168742;-39.8326675;-73.2165994;-39.8324335
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864444, 9341864445];1012576864;-73.22059899999999;-39.829339000000004;[{'lat': -39.8294367, 'lon': -73.220484}, {'lat': -39.8292413, 'lon': -73.220714}];-73.220714;-39.8294367;-73.220484;-39.8292413
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[1363722311, 1194025172, 9341864444];1012576865;-73.22000270000001;-39.82980826666667;[{'lat': -39.8303862, 'lon': -73.2192447}, {'lat': -39.8296019, 'lon': -73.2202794}, {'lat': -39.8294367, 'lon': -73.220484}];-73.220484;-39.8303862;-73.2192447;-39.8294367
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864442, 9341864441, 309797606];1012576866;-73.21968756666666;-39.830151;[{'lat': -39.829623, 'lon': -73.2203381}, {'lat': -39.830387, 'lon': -73.2193968}, {'lat': -39.830443, 'lon': -73.2193278}];-73.2203381;-39.830443;-73.2193278;-39.829623
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[9341864443, 9341864442];1012576867;-73.2205246;-39.829485500000004;[{'lat': -39.829348, 'lon': -73.2207111}, {'lat': -39.829623, 'lon': -73.2203381}];-73.2207111;-39.829623;-73.2203381;-39.829348
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9341864447, 3416729817];1012576869;-73.22109950000001;-39.82889095;[{'lat': -39.8289625, 'lon': -73.221012}, {'lat': -39.8288194, 'lon': -73.221187}];-73.221187;-39.8289625;-73.221012;-39.8288194
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9341864461, 9341864462];1012576873;-73.2229372;-39.8273698;[{'lat': -39.8275096, 'lon': -73.2227661}, {'lat': -39.82723, 'lon': -73.2231083}];-73.2231083;-39.8275096;-73.2227661;-39.82723
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;2;trunk;;;;;[982871123, 9341864461];1012576874;-73.22253445;-39.82771435;[{'lat': -39.8279191, 'lon': -73.2223028}, {'lat': -39.8275096, 'lon': -73.2227661}];-73.2227661;-39.8279191;-73.2223028;-39.8275096
way;;concrete;Vialidad;;;206;yes;207;Cruce Ruta 5 (Paillaco) - Cruce Ruta 202 (Valdivia);Avenida Ramón Picarte;50;yes;3;trunk;;;;;[9341864481, 7259909819];1012576880;-73.2228297;-39.827608999999995;[{'lat': -39.8274039, 'lon': -73.2230626}, {'lat': -39.8278141, 'lon': -73.2225968}];-73.2230626;-39.8278141;-73.2225968;-39.8274039
