_type;_tags_wheelchair;_tags_toilets:wheelchair;_tags_shop;_tags_name;_tags_building;_tags_brand:wikidata;_tags_brand;_tags_amenity;_tags_addr:street;_tags_addr:housenumber;_tags_addr:housename;_tags_addr:district;_tags_addr:country;_tags_addr:city;_nodes;_lon;_lat;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;;supermarket;Santa Isabel;yes;Q7419620;Santa Isabel;;;;;;;;[1197691885, 3232275019, 3232275020, 3232275021, 3232275022, 3232275023, 3232275024, 3232275025, 2899438399, 3232281062, 1197691885];;;317017789;-72.6083929334633;-38.74612998120901;[{'lat': -38.7459946, 'lon': -72.6081176}, {'lat': -38.7459263, 'lon': -72.6080904}, {'lat': -38.7458831, 'lon': -72.6082655}, {'lat': -38.7458596, 'lon': -72.608256}, {'lat': -38.7457839, 'lon': -72.6085631}, {'lat': -38.7458746, 'lon': -72.6085998}, {'lat': -38.7459011, 'lon': -72.6084925}, {'lat': -38.7463744, 'lon': -72.6086843}, {'lat': -38.7464668, 'lon': -72.6083095}, {'lat': -38.7464313, 'lon': -72.6082949}, {'lat': -38.7459946, 'lon': -72.6081176}];-72.6086843;-38.7464668;-72.6080904;-38.7457839
way;;;supermarket;Lider;;;;;Avenida Barros Arana;308;;Temuco;CL;Temuco;[3307020126, 4257604108, 4257604109, 4257604111, 4257604110, 3307020127, 10008319891, 4257604113, 3307020128, 3307020129, 3307020126];;;323931835;-72.57411262120493;-38.73187723349224;[{'lat': -38.7315448, 'lon': -72.5745705}, {'lat': -38.7312158, 'lon': -72.5744859}, {'lat': -38.731266, 'lon': -72.574152}, {'lat': -38.7314167, 'lon': -72.5739562}, {'lat': -38.7313079, 'lon': -72.5737014}, {'lat': -38.7317421, 'lon': -72.5732043}, {'lat': -38.7318821, 'lon': -72.5733897}, {'lat': -38.7326117, 'lon': -72.5743562}, {'lat': -38.7326326, 'lon': -72.5744839}, {'lat': -38.7324108, 'lon': -72.5747654}, {'lat': -38.7315448, 'lon': -72.5745705}];-72.5747654;-38.7326326;-72.5732043;-38.7312158
way;yes;;supermarket;Santa Isabel;yes;;;;;;;;;;[3330544763, 3330544765, 3330544766, 3330544754, 3330544757, 4751479828, 3330544761, 3330544758, 3330544759, 3330544763];;;326417921;-72.58504214470445;-38.73742858048226;[{'lat': -38.737079, 'lon': -72.5852883}, {'lat': -38.7371341, 'lon': -72.5848705}, {'lat': -38.737162, 'lon': -72.5846592}, {'lat': -38.737768, 'lon': -72.5847907}, {'lat': -38.7377156, 'lon': -72.5851871}, {'lat': -38.7378083, 'lon': -72.5852072}, {'lat': -38.737799, 'lon': -72.5852774}, {'lat': -38.737702, 'lon': -72.5852564}, {'lat': -38.7376806, 'lon': -72.5854187}, {'lat': -38.737079, 'lon': -72.5852883}];-72.5854187;-38.7378083;-72.5846592;-38.737079
way;;;supermarket;Santa Isabel;yes;;;;;;;;;;[3427997089, 3427997090, 3427997091, 3427997092, 3428063193, 3428063194, 3428063195, 3427997089];;;335697806;-72.5863153189036;-38.73924822151911;[{'lat': -38.7390775, 'lon': -72.5864303}, {'lat': -38.7394416, 'lon': -72.586527}, {'lat': -38.7394686, 'lon': -72.5863669}, {'lat': -38.7393785, 'lon': -72.5863429}, {'lat': -38.7394053, 'lon': -72.5861779}, {'lat': -38.7390943, 'lon': -72.586095}, {'lat': -38.7390503, 'lon': -72.5863659}, {'lat': -38.7390775, 'lon': -72.5864303}];-72.586527;-38.7394686;-72.586095;-38.7390503
way;;;supermarket;Acuenta;;;;;Avenida Maquehue;1281;;Padre Las Casas;CL;Padre Las Casas;[8450765082, 8450765076, 8450765080, 8450765085, 8450765079, 5364536828, 5364536829, 8450765083, 8450765082];;;337424560;-72.59678364473102;-38.77181463294762;[{'lat': -38.7713795, 'lon': -72.5972486}, {'lat': -38.7713941, 'lon': -72.5973183}, {'lat': -38.771438, 'lon': -72.5973679}, {'lat': -38.7722506, 'lon': -72.5973464}, {'lat': -38.7722421, 'lon': -72.5969683}, {'lat': -38.7722224, 'lon': -72.5961924}, {'lat': -38.7713885, 'lon': -72.5962159}, {'lat': -38.7713962, 'lon': -72.5970273}, {'lat': -38.7713795, 'lon': -72.5972486}];-72.5973679;-38.7722506;-72.5961924;-38.7713795
way;;;supermarket;Acuenta;;;;;Avenida Pedro de Valdivia;02195;;Temuco;CL;Temuco;[3445398111, 8522106731, 3445398112, 3445398113, 3445398114, 3445398115, 8522106727, 8522106726, 3445398116, 3445398111];;;337451474;-72.62717451148359;-38.7161562846293;[{'lat': -38.7155873, 'lon': -72.6273674}, {'lat': -38.7162031, 'lon': -72.6276085}, {'lat': -38.7163486, 'lon': -72.6276983}, {'lat': -38.7167179, 'lon': -72.6269004}, {'lat': -38.7161545, 'lon': -72.6266621}, {'lat': -38.7160749, 'lon': -72.6270081}, {'lat': -38.7158462, 'lon': -72.6269477}, {'lat': -38.715727, 'lon': -72.626902}, {'lat': -38.7156773, 'lon': -72.6268739}, {'lat': -38.7155873, 'lon': -72.6273674}];-72.6276983;-38.7167179;-72.6266621;-38.7155873
way;;;supermarket;Jumbo;commercial;Q6310864;Jumbo;;Avenida Los Pablos;1800;;;;Temuco;[3791581722, 3791581728, 3791581723, 7762479753, 7762479754, 3791581725, 3791581721, 7762479755, 7762479756, 3791581724, 3791581722];;;375822999;-72.63789644234974;-38.743708214123274;[{'lat': -38.7433955, 'lon': -72.6377321}, {'lat': -38.7432942, 'lon': -72.6377901}, {'lat': -38.7435322, 'lon': -72.6384738}, {'lat': -38.7438618, 'lon': -72.6382852}, {'lat': -38.7439031, 'lon': -72.6382616}, {'lat': -38.7441487, 'lon': -72.638121}, {'lat': -38.7438756, 'lon': -72.6373364}, {'lat': -38.7438221, 'lon': -72.637367}, {'lat': -38.743811, 'lon': -72.6373351}, {'lat': -38.7433493, 'lon': -72.6375993}, {'lat': -38.7433955, 'lon': -72.6377321}];-72.6384738;-38.7441487;-72.6373351;-38.7432942
way;;;supermarket;Supermercado el Trebol;;;;;Avenida Rudecindo Ortega;01900;;Temuco;CL;Temuco;[3973958657, 3973954553, 3973958667, 1408975424, 3973958657];;;394380459;-72.55928458393274;-38.71060643050063;[{'lat': -38.7107177, 'lon': -72.5587522}, {'lat': -38.7110023, 'lon': -72.5590687}, {'lat': -38.7105022, 'lon': -72.5598245}, {'lat': -38.7102108, 'lon': -72.559478}, {'lat': -38.7107177, 'lon': -72.5587522}];-72.5598245;-38.7110023;-72.5587522;-38.7102108
way;;;supermarket;El Trébol;;;;;Avenida Barros Arana;06551;;Temuco;CL;Temuco;[4006200489, 4006200507, 4006200520, 4006200535, 4006200547, 4006200560, 4006200573, 4006200586, 4006201128, 4006201139, 4006201147, 4006201143, 8528843105, 4006200489];;;397830561;-72.52705025476102;-38.69445541355471;[{'lat': -38.6940946, 'lon': -72.5267793}, {'lat': -38.6941157, 'lon': -72.5268718}, {'lat': -38.6941362, 'lon': -72.5269623}, {'lat': -38.6941545, 'lon': -72.5270427}, {'lat': -38.6941749, 'lon': -72.5271324}, {'lat': -38.6941949, 'lon': -72.5272206}, {'lat': -38.6942158, 'lon': -72.5273125}, {'lat': -38.6942553, 'lon': -72.5274923}, {'lat': -38.6948044, 'lon': -72.5272892}, {'lat': -38.6948515, 'lon': -72.5272445}, {'lat': -38.6948536, 'lon': -72.5272236}, {'lat': -38.6948501, 'lon': -72.5271893}, {'lat': -38.6945757, 'lon': -72.526611}, {'lat': -38.6940946, 'lon': -72.5267793}];-72.5274923;-38.6948536;-72.526611;-38.6940946
way;;;supermarket;Supermercado El Águila;yes;;;;;;;;;;[4032400612, 4032400613, 4032400614, 4032400615, 4032400612];;;400709369;-72.5974526530283;-38.75934076342221;[{'lat': -38.759327, 'lon': -72.5975547}, {'lat': -38.7592649, 'lon': -72.5974238}, {'lat': -38.7593546, 'lon': -72.5973512}, {'lat': -38.7594167, 'lon': -72.5974804}, {'lat': -38.759327, 'lon': -72.5975547}];-72.5975547;-38.7594167;-72.5973512;-38.7592649
way;;;supermarket;Santa Isabel;;Q7419620;Santa Isabel;;Avenida Maquehue;850;;Padre Las Casas;CL;Padre Las Casas;[4032434094, 4033418011, 4033418008, 4033418006, 4032434095, 4033418000, 4033417999, 4032434096, 8458293701, 4032434097, 4032434098, 4033418016, 9162480922, 4033418015, 4032434094];;;400713948;-72.59673685383567;-38.76756643707645;[{'lat': -38.7679512, 'lon': -72.5962346}, {'lat': -38.7677199, 'lon': -72.5961317}, {'lat': -38.7675927, 'lon': -72.5960751}, {'lat': -38.7675471, 'lon': -72.5960548}, {'lat': -38.7674903, 'lon': -72.5960295}, {'lat': -38.7673598, 'lon': -72.5961424}, {'lat': -38.767311, 'lon': -72.5961846}, {'lat': -38.7669747, 'lon': -72.5964728}, {'lat': -38.7671667, 'lon': -72.5968264}, {'lat': -38.7675631, 'lon': -72.5975854}, {'lat': -38.7679791, 'lon': -72.5972335}, {'lat': -38.7679751, 'lon': -72.5970314}, {'lat': -38.7679736, 'lon': -72.5969806}, {'lat': -38.767963, 'lon': -72.5966276}, {'lat': -38.7679512, 'lon': -72.5962346}];-72.5975854;-38.7679791;-72.5960295;-38.7669747
way;;;supermarket;Santa Isabel;;Q7419620;Santa Isabel;;;;;;;;[4146828275, 4146828270, 2573628416, 10001344242, 4146828276, 4146828269, 4146828279, 4146828275];;;413350087;-72.59662494248113;-38.73709750740292;[{'lat': -38.7372869, 'lon': -72.596925}, {'lat': -38.737345, 'lon': -72.5965663}, {'lat': -38.7372784, 'lon': -72.5964091}, {'lat': -38.7371725, 'lon': -72.5963801}, {'lat': -38.7370756, 'lon': -72.5963536}, {'lat': -38.7369201, 'lon': -72.596314}, {'lat': -38.7368433, 'lon': -72.5968151}, {'lat': -38.7372869, 'lon': -72.596925}];-72.596925;-38.737345;-72.596314;-38.7368433
way;;;supermarket;Cugat;yes;;;;;;;;;;[4257604127, 4257604129, 4257604131, 4257604130, 4257604127];;;426439021;-72.58133725;-38.7385969;[{'lat': -38.738341, 'lon': -72.5812813}, {'lat': -38.7384937, 'lon': -72.5810319}, {'lat': -38.7388528, 'lon': -72.5813932}, {'lat': -38.7387001, 'lon': -72.5816426}, {'lat': -38.738341, 'lon': -72.5812813}];-72.5816426;-38.7388528;-72.5810319;-38.738341
way;;;supermarket;Supermercado Acuenta;;;;;Manuel Antonio Matta;025;;Temuco;CL;Temuco;[4259624162, 4259624161, 4259624155, 4147370469, 4147370471, 4147370465, 4147370463, 4147370466, 4147370477, 4147370458, 4147370462, 4147370467, 4147370470, 4259624156, 4259624162];;;426693011;-72.58065830804635;-38.733763813415734;[{'lat': -38.7341729, 'lon': -72.580696}, {'lat': -38.7341443, 'lon': -72.5808883}, {'lat': -38.7339664, 'lon': -72.5808438}, {'lat': -38.7339491, 'lon': -72.5809476}, {'lat': -38.7333906, 'lon': -72.5807948}, {'lat': -38.7334425, 'lon': -72.5804827}, {'lat': -38.7335432, 'lon': -72.5805103}, {'lat': -38.7335655, 'lon': -72.580376}, {'lat': -38.7337142, 'lon': -72.5804167}, {'lat': -38.7337275, 'lon': -72.5803369}, {'lat': -38.7339792, 'lon': -72.5804057}, {'lat': -38.7339492, 'lon': -72.5805863}, {'lat': -38.7340066, 'lon': -72.5806021}, {'lat': -38.733998, 'lon': -72.5806536}, {'lat': -38.7341729, 'lon': -72.580696}];-72.5809476;-38.7341729;-72.5803369;-38.7333906
way;;;supermarket;Alvi;;;;;Avenida Balmaceda;1531;;Temuco;CL;Temuco;[4259624157, 4259624165, 4259624166, 4259624169, 4259624170, 4259624168, 8865869972, 4259624159, 8865869973, 8865869974, 4259624157];;;426693012;-72.578384211672;-38.734283477668335;[{'lat': -38.7340279, 'lon': -72.5786334}, {'lat': -38.7343565, 'lon': -72.5787036}, {'lat': -38.7343979, 'lon': -72.5784056}, {'lat': -38.734516, 'lon': -72.578429}, {'lat': -38.7345415, 'lon': -72.5782293}, {'lat': -38.734488, 'lon': -72.5781278}, {'lat': -38.7342822, 'lon': -72.5780675}, {'lat': -38.7342306, 'lon': -72.5780523}, {'lat': -38.7341801, 'lon': -72.5783122}, {'lat': -38.7340797, 'lon': -72.5782988}, {'lat': -38.7340279, 'lon': -72.5786334}];-72.5787036;-38.7345415;-72.5780523;-38.7340279
way;;;supermarket;Don Mario;;;;;Avenida Manuel Recabarren;;;Temuco;CL;Temuco;[4337893022, 4337893023, 4337893024, 4337893025, 4337893022];;;435896317;-72.63892450345114;-38.7556849201331;[{'lat': -38.7555866, 'lon': -72.6389502}, {'lat': -38.7556057, 'lon': -72.6388456}, {'lat': -38.7557832, 'lon': -72.6388988}, {'lat': -38.7557642, 'lon': -72.6390034}, {'lat': -38.7555866, 'lon': -72.6389502}];-72.6390034;-38.7557832;-72.6388456;-38.7555866
way;;;supermarket;Mimimarket Oasis;yes;;;;;;;;;;[4337901924, 4337901925, 4337901926, 4337901927, 4337901924];;;435897342;-72.63636009648494;-38.74886612683956;[{'lat': -38.7488245, 'lon': -72.6363882}, {'lat': -38.748865, 'lon': -72.636429}, {'lat': -38.7488995, 'lon': -72.6363672}, {'lat': -38.7488792, 'lon': -72.6362714}, {'lat': -38.7488245, 'lon': -72.6363882}];-72.636429;-38.7488995;-72.6362714;-38.7488245
way;;;supermarket;El Trébol;yes;;;;;;;;;;[5416523023, 5416520177, 5416520208, 5416520195, 5416520203, 5416520217, 5416520215, 5416523023];;;561785585;-72.58057238038006;-38.736010135456844;[{'lat': -38.7358479, 'lon': -72.5808137}, {'lat': -38.7358794, 'lon': -72.5806164}, {'lat': -38.7358995, 'lon': -72.580488}, {'lat': -38.7359134, 'lon': -72.5803981}, {'lat': -38.7359341, 'lon': -72.5802692}, {'lat': -38.7361732, 'lon': -72.5803333}, {'lat': -38.7360853, 'lon': -72.5808752}, {'lat': -38.7358479, 'lon': -72.5808137}];-72.5808752;-38.7361732;-72.5802692;-38.7358479
way;;;supermarket;Super 10;yes;;;;;;;;;;[5416523024, 5416520163, 5416520155, 5416520215, 5416520217, 5416520201, 5416520179, 5416523024];;;561785591;-72.58069581906965;-38.73624018790248;[{'lat': -38.7363023, 'lon': -72.5810708}, {'lat': -38.7360904, 'lon': -72.5810135}, {'lat': -38.7361117, 'lon': -72.5808823}, {'lat': -38.7360853, 'lon': -72.5808752}, {'lat': -38.7361732, 'lon': -72.5803333}, {'lat': -38.7364101, 'lon': -72.5803948}, {'lat': -38.7363177, 'lon': -72.5809587}, {'lat': -38.7363023, 'lon': -72.5810708}];-72.5810708;-38.7364101;-72.5803333;-38.7360853
way;;;supermarket;Mayorista 10;yes;;;;;;;;;Temuco;[5416520946, 5416520947, 5416520945, 5416520944, 5416520942, 5416520941, 5416520939, 7278860623, 7278860624, 7278860625, 7278860626, 5416520946];;;561785710;-72.58341003969903;-38.735606981452996;[{'lat': -38.7354104, 'lon': -72.5833787}, {'lat': -38.7355071, 'lon': -72.5828297}, {'lat': -38.7360842, 'lon': -72.5829835}, {'lat': -38.7360169, 'lon': -72.5833987}, {'lat': -38.735954, 'lon': -72.5833819}, {'lat': -38.7359284, 'lon': -72.5835403}, {'lat': -38.7356999, 'lon': -72.5834766}, {'lat': -38.7356196, 'lon': -72.5840473}, {'lat': -38.7352214, 'lon': -72.5839337}, {'lat': -38.7351747, 'lon': -72.5838535}, {'lat': -38.7352629, 'lon': -72.5833454}, {'lat': -38.7354104, 'lon': -72.5833787}];-72.5840473;-38.7360842;-72.5828297;-38.7351747
way;;;supermarket;Mayorista 10;yes;;;;;;;;;;[5852214633, 5852214634, 5852214635, 5852214636, 5852214633];;;619273283;-72.62426565333232;-38.71703936903099;[{'lat': -38.716752, 'lon': -72.6243326}, {'lat': -38.7168429, 'lon': -72.6239887}, {'lat': -38.7173267, 'lon': -72.6241987}, {'lat': -38.7172359, 'lon': -72.6245426}, {'lat': -38.716752, 'lon': -72.6243326}];-72.6245426;-38.7173267;-72.6239887;-38.716752
way;;;supermarket;Unimarc;yes;Q6156244;Unimarc;;Aníbal Pinto;130;;Temuco;CL;Temuco;[7278860641, 7278860642, 7278860644, 7278860645, 7278860646, 7278860647, 7278860648, 7278860649, 7278860650, 7278860651, 7278860641];;;779482930;-72.58039239494803;-38.735338628125554;[{'lat': -38.7350599, 'lon': -72.5806328}, {'lat': -38.735151, 'lon': -72.5800877}, {'lat': -38.7356424, 'lon': -72.5802094}, {'lat': -38.7355789, 'lon': -72.5806044}, {'lat': -38.7354629, 'lon': -72.5805797}, {'lat': -38.7354215, 'lon': -72.5806292}, {'lat': -38.735358, 'lon': -72.5806221}, {'lat': -38.7353332, 'lon': -72.5806646}, {'lat': -38.7352752, 'lon': -72.5806434}, {'lat': -38.7352642, 'lon': -72.5806929}, {'lat': -38.7350599, 'lon': -72.5806328}];-72.5806929;-38.7356424;-72.5800877;-38.7350599
way;;;supermarket;Cugat;yes;;;;;;;;;;[7278860652, 7278860653, 7278860654, 7278860655, 7278860656, 7278860657, 7278860658, 7278860659, 7278860652];;;779482931;-72.58087982876498;-38.73706815348724;[{'lat': -38.7369993, 'lon': -72.5805345}, {'lat': -38.7373291, 'lon': -72.5806321}, {'lat': -38.7372324, 'lon': -72.5811118}, {'lat': -38.7371896, 'lon': -72.5810996}, {'lat': -38.7371753, 'lon': -72.5811789}, {'lat': -38.7366858, 'lon': -72.5810526}, {'lat': -38.7367076, 'lon': -72.5809208}, {'lat': -38.7369264, 'lon': -72.5809736}, {'lat': -38.7369993, 'lon': -72.5805345}];-72.5811789;-38.7373291;-72.5805345;-38.7366858
way;;;supermarket;Lider Express Amanecer;;Q6711261;Lider;;Avenida Manuel Recabarren;02320;;Temuco;CL;Temuco;[7952685759, 7952685773, 7952685774, 7952685775, 7952685776, 7952685777, 7952685778, 7952685779, 7952685780, 7952685781, 7952685782, 7952685783, 7952685758, 7952685757, 7952685784, 7952685785, 7952685737, 7952685738, 7952685731, 7952685786, 7952685787, 7952685760, 7952685759];;;852529071;-72.64012772212276;-38.757265083986134;[{'lat': -38.757166, 'lon': -72.6404765}, {'lat': -38.7576592, 'lon': -72.640684}, {'lat': -38.7577029, 'lon': -72.640684}, {'lat': -38.7577562, 'lon': -72.6406622}, {'lat': -38.7577999, 'lon': -72.640628}, {'lat': -38.7578242, 'lon': -72.640572}, {'lat': -38.7578388, 'lon': -72.6405284}, {'lat': -38.7579601, 'lon': -72.6400336}, {'lat': -38.7579552, 'lon': -72.6399932}, {'lat': -38.757931, 'lon': -72.6399278}, {'lat': -38.7579018, 'lon': -72.6399029}, {'lat': -38.7578654, 'lon': -72.6398936}, {'lat': -38.757262, 'lon': -72.6397764}, {'lat': -38.7568746, 'lon': -72.6396984}, {'lat': -38.7565574, 'lon': -72.639619}, {'lat': -38.756528, 'lon': -72.6397817}, {'lat': -38.7565382, 'lon': -72.6398772}, {'lat': -38.7565887, 'lon': -72.6400545}, {'lat': -38.7566399, 'lon': -72.6402344}, {'lat': -38.756664, 'lon': -72.6403076}, {'lat': -38.7567198, 'lon': -72.6402881}, {'lat': -38.7567978, 'lon': -72.6403102}, {'lat': -38.757166, 'lon': -72.6404765}];-72.640684;-38.7579601;-72.639619;-38.756528
way;;;supermarket;Cross Market;yes;;;;;;;;;;[1999553441, 8442651930, 939141316, 1999553435, 8442651931, 8442651932, 8442651933, 1999553441];;;909288956;-72.57905453777481;-38.73531656537376;[{'lat': -38.735537, 'lon': -72.5790034}, {'lat': -38.7356253, 'lon': -72.5790489}, {'lat': -38.7355965, 'lon': -72.579238}, {'lat': -38.7354786, 'lon': -72.5791999}, {'lat': -38.7350016, 'lon': -72.5790774}, {'lat': -38.7350409, 'lon': -72.5788801}, {'lat': -38.7351747, 'lon': -72.5789116}, {'lat': -38.735537, 'lon': -72.5790034}];-72.579238;-38.7356253;-72.5788801;-38.7350016
way;;;supermarket;Unimarc;;Q6156244;Unimarc;;Avenida Maquehue;1222;;Padre Las Casas;CL;Padre Las Casas;[3445166011, 3445166018, 3445166012, 3445166016, 8450765075, 3445166009, 3445166010, 11681973455, 3445166011];;;910156936;-72.5978763911173;-38.771775019942545;[{'lat': -38.7722488, 'lon': -72.5974676}, {'lat': -38.771684, 'lon': -72.5974959}, {'lat': -38.7713635, 'lon': -72.5975141}, {'lat': -38.771383, 'lon': -72.5980779}, {'lat': -38.7713831, 'lon': -72.598123}, {'lat': -38.7713892, 'lon': -72.5983087}, {'lat': -38.7720899, 'lon': -72.5982789}, {'lat': -38.7722412, 'lon': -72.5975066}, {'lat': -38.7722488, 'lon': -72.5974676}];-72.5983087;-38.7722488;-72.5974676;-38.7713635
way;;;supermarket;El Trébol;;;;;Avenida Manuel Recabarren;01515;;Temuco;CL;Temuco;[8491503780, 12095286273, 8491503779, 8491503778, 12095286274, 8491503777, 5902408279, 8491503780];;;914148031;-72.62773832442107;-38.75393331053521;[{'lat': -38.7533547, 'lon': -72.6275387}, {'lat': -38.7543285, 'lon': -72.6274756}, {'lat': -38.7545142, 'lon': -72.6274636}, {'lat': -38.7545204, 'lon': -72.6279357}, {'lat': -38.7543359, 'lon': -72.6279454}, {'lat': -38.7533475, 'lon': -72.6280161}, {'lat': -38.7533547, 'lon': -72.6276524}, {'lat': -38.7533547, 'lon': -72.6275387}];-72.6280161;-38.7545204;-72.6274636;-38.7533475
way;;;supermarket;Lider Vecino;;Q6711261;Lider;;Avenida Gabriela Mistral;2621;;Temuco;CL;Temuco;[7935369461, 1375418865, 1375418864, 1375418863, 1375418866, 6397546366, 8517775719, 6397546368, 6397546369, 6397546372, 6397546373, 6397546376, 6397546377, 6397546378, 6397546379, 7935369470, 7935369469, 7935369468, 7935369467, 7935369466, 7935369465, 7935369464, 7935369463, 7935369462, 7935369461];;;917053899;-72.64161734361386;-38.73484859411864;[{'lat': -38.7356891, 'lon': -72.6423131}, {'lat': -38.7356486, 'lon': -72.6421287}, {'lat': -38.7356153, 'lon': -72.6419772}, {'lat': -38.7355868, 'lon': -72.6418474}, {'lat': -38.7353886, 'lon': -72.6409447}, {'lat': -38.7352588, 'lon': -72.6403539}, {'lat': -38.7352472, 'lon': -72.6403034}, {'lat': -38.7352081, 'lon': -72.6403153}, {'lat': -38.7349052, 'lon': -72.6404251}, {'lat': -38.7347403, 'lon': -72.640484}, {'lat': -38.7345992, 'lon': -72.640543}, {'lat': -38.7344692, 'lon': -72.6405877}, {'lat': -38.7344327, 'lon': -72.6406182}, {'lat': -38.7344058, 'lon': -72.6406649}, {'lat': -38.7343138, 'lon': -72.6409943}, {'lat': -38.7341274, 'lon': -72.6417207}, {'lat': -38.7341391, 'lon': -72.6419063}, {'lat': -38.7341288, 'lon': -72.6420394}, {'lat': -38.7341098, 'lon': -72.6421219}, {'lat': -38.7340221, 'lon': -72.6422924}, {'lat': -38.7341917, 'lon': -72.6423749}, {'lat': -38.7342546, 'lon': -72.6426261}, {'lat': -38.7343335, 'lon': -72.6426093}, {'lat': -38.7343789, 'lon': -72.6427967}, {'lat': -38.7356891, 'lon': -72.6423131}];-72.6427967;-38.7356891;-72.6403034;-38.7340221
way;;;supermarket;Supermercado El Trébol;;;;;Avenida Barros Arana;01750;;Temuco;CL;Temuco;[8541034629, 8541034628, 8541034627, 8541034626, 8541034625, 8541034624, 8541034629];;;919725085;-72.56248262753117;-38.72466310815369;[{'lat': -38.724486, 'lon': -72.5628653}, {'lat': -38.7243646, 'lon': -72.5623383}, {'lat': -38.7248762, 'lon': -72.5621519}, {'lat': -38.7250384, 'lon': -72.5624241}, {'lat': -38.7247653, 'lon': -72.562522}, {'lat': -38.7248082, 'lon': -72.5627446}, {'lat': -38.724486, 'lon': -72.5628653}];-72.5628653;-38.7250384;-72.5621519;-38.7243646
way;;;supermarket;Santa Isabel;yes;Q7419620;Santa Isabel;;;;;;;;[10184795244, 10184795243, 10184795242, 10184795252, 10184795253, 874410028, 3807533027, 10184795245, 10184795244];;;1113205533;-72.5879214451618;-38.735989286249485;[{'lat': -38.7356208, 'lon': -72.5877484}, {'lat': -38.7356497, 'lon': -72.5875672}, {'lat': -38.7361015, 'lon': -72.5876942}, {'lat': -38.7362254, 'lon': -72.5877312}, {'lat': -38.7361337, 'lon': -72.588361}, {'lat': -38.7359097, 'lon': -72.5883092}, {'lat': -38.7359611, 'lon': -72.5879449}, {'lat': -38.7359767, 'lon': -72.5878344}, {'lat': -38.7356208, 'lon': -72.5877484}];-72.588361;-38.7362254;-72.5875672;-38.7356208
way;;;supermarket;Lider Express;yes;Q6711261;;;Avenida Los Pablos;2050;;Temuco;CL;Temuco;[11598293976, 11598293977, 11598293978, 11598293979, 11598293976];;;1247649384;-72.6415020171195;-38.74471383705554;[{'lat': -38.7446581, 'lon': -72.64191}, {'lat': -38.7443977, 'lon': -72.6414593}, {'lat': -38.7447727, 'lon': -72.641092}, {'lat': -38.7450279, 'lon': -72.6415494}, {'lat': -38.7446581, 'lon': -72.64191}];-72.64191;-38.7450279;-72.641092;-38.7443977
way;;;;;commercial;;;;;;;;;;[998914904, 998914892, 6397546381, 1052949478, 1052949566, 6397546613, 2707045427, 2707045431, 998914890, 2707045426, 6397546612, 2707045425, 1025490723, 1025490700, 1052949374, 1052949692, 998914904];;;86091912;-72.64183140727589;-38.73477882213394;[{'lat': -38.7343155, 'lon': -72.6417664}, {'lat': -38.7342526, 'lon': -72.6414218}, {'lat': -38.7343931, 'lon': -72.6413643}, {'lat': -38.7347358, 'lon': -72.6412241}, {'lat': -38.7347712, 'lon': -72.6413732}, {'lat': -38.7349471, 'lon': -72.6413028}, {'lat': -38.7350033, 'lon': -72.6412803}, {'lat': -38.7350243, 'lon': -72.6413662}, {'lat': -38.7351958, 'lon': -72.6413018}, {'lat': -38.7353381, 'lon': -72.6419348}, {'lat': -38.7351194, 'lon': -72.6420112}, {'lat': -38.7350619, 'lon': -72.6420313}, {'lat': -38.7351247, 'lon': -72.6423533}, {'lat': -38.7346971, 'lon': -72.6425362}, {'lat': -38.7346651, 'lon': -72.642358}, {'lat': -38.7344629, 'lon': -72.6424228}, {'lat': -38.7343155, 'lon': -72.6417664}];-72.6425362;-38.7353381;-72.6412241;-38.7342526
