_type;_tags_wheelchair;_tags_toilets:wheelchair;_tags_shop;_tags_name;_tags_building;_tags_brand:wikidata;_tags_brand;_tags_amenity;_tags_addr:street;_tags_addr:housenumber;_tags_addr:housename;_tags_addr:district;_tags_addr:country;_tags_addr:city;_nodes;_lon;_lat;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;;mall;Easton Oulet Mall;commercial;;;;;;;;;;[1053553658, 1053552897, 1053552259, 1053552576, 1053554821, 1053553389, 1053552746, 1053553506, 1053552820, 1053552168, 1053553801, 1053554566, 1053553284, 1053552649, 1053554990, 1053552294, 1053554127, 1053553111, 1053552476, 1053552786, 1053552122, 1053553728, 1053552934, 1053552837, 1053552186, 1053553857, 1053552992, 1053553307, 1053552678, 1053555026, 1053553541, 1053554187, 1053553135, 1053552494, 1053554622, 1053552153, 1053553785, 1053552955, 1053552311, 1053553033, 1053552395, 1053554390, 1053553214, 1053553605, 1053552868, 1053552225, 1053553946, 1053554707, 1053553350, 1053552712, 1053555100, 1053552345, 1053554270, 4137646260, 1053553170, 1053552531, 1053554927, 1053553466, 1053552799, 1053552141, 1053552448, 1053554484, 1053553258, 1053552621, 4137646313, 1053552908, 1053552275, 1053554064, 1053553080, 1053553413, 1053552758, 1053552100, 1053552768, 1053553658];;;90759256;-72.56370724365102;-38.71177108755523;[{'lat': -38.7125788, 'lon': -72.5625536}, {'lat': -38.7125164, 'lon': -72.5625446}, {'lat': -38.7125217, 'lon': -72.5624591}, {'lat': -38.7124576, 'lon': -72.5624508}, {'lat': -38.7124471, 'lon': -72.5625312}, {'lat': -38.7123282, 'lon': -72.5625228}, {'lat': -38.7123216, 'lon': -72.56262}, {'lat': -38.7122949, 'lon': -72.5627417}, {'lat': -38.7122698, 'lon': -72.5628864}, {'lat': -38.7122364, 'lon': -72.5629789}, {'lat': -38.7122071, 'lon': -72.5630701}, {'lat': -38.7121412, 'lon': -72.5632309}, {'lat': -38.7121014, 'lon': -72.5633288}, {'lat': -38.7120387, 'lon': -72.5634146}, {'lat': -38.7119738, 'lon': -72.5633382}, {'lat': -38.7119424, 'lon': -72.5633288}, {'lat': -38.7119142, 'lon': -72.5633207}, {'lat': -38.7118891, 'lon': -72.5633261}, {'lat': -38.7118682, 'lon': -72.5633409}, {'lat': -38.7118462, 'lon': -72.5633623}, {'lat': -38.7118274, 'lon': -72.5634025}, {'lat': -38.7118232, 'lon': -72.5634468}, {'lat': -38.7118295, 'lon': -72.5634736}, {'lat': -38.7118525, 'lon': -72.5635312}, {'lat': -38.7119111, 'lon': -72.5636063}, {'lat': -38.7118284, 'lon': -72.5637216}, {'lat': -38.7117301, 'lon': -72.5638167}, {'lat': -38.711636, 'lon': -72.5638958}, {'lat': -38.7115345, 'lon': -72.5639669}, {'lat': -38.7114226, 'lon': -72.5640339}, {'lat': -38.7113274, 'lon': -72.5640848}, {'lat': -38.7112646, 'lon': -72.564109}, {'lat': -38.7111893, 'lon': -72.5640285}, {'lat': -38.7111841, 'lon': -72.5640111}, {'lat': -38.7111548, 'lon': -72.5639494}, {'lat': -38.7110931, 'lon': -72.563861}, {'lat': -38.7111036, 'lon': -72.5638435}, {'lat': -38.7110429, 'lon': -72.5637671}, {'lat': -38.7110262, 'lon': -72.5637886}, {'lat': -38.7109822, 'lon': -72.5637457}, {'lat': -38.7109236, 'lon': -72.5637028}, {'lat': -38.7108839, 'lon': -72.5636813}, {'lat': -38.7106663, 'lon': -72.5640138}, {'lat': -38.7109508, 'lon': -72.5643395}, {'lat': -38.7109927, 'lon': -72.5642899}, {'lat': -38.711159, 'lon': -72.5644789}, {'lat': -38.7112312, 'lon': -72.5644602}, {'lat': -38.7113347, 'lon': -72.5644253}, {'lat': -38.7114571, 'lon': -72.5643757}, {'lat': -38.7114864, 'lon': -72.564365}, {'lat': -38.7115387, 'lon': -72.5645312}, {'lat': -38.7116527, 'lon': -72.5644722}, {'lat': -38.7116245, 'lon': -72.564373}, {'lat': -38.711707, 'lon': -72.564321}, {'lat': -38.7117918, 'lon': -72.5642685}, {'lat': -38.7117657, 'lon': -72.5642162}, {'lat': -38.7118609, 'lon': -72.5641411}, {'lat': -38.7119759, 'lon': -72.5640553}, {'lat': -38.7120533, 'lon': -72.5639763}, {'lat': -38.7120774, 'lon': -72.5640044}, {'lat': -38.7123849, 'lon': -72.5635674}, {'lat': -38.712341, 'lon': -72.5635151}, {'lat': -38.712387, 'lon': -72.5634427}, {'lat': -38.7124257, 'lon': -72.5634642}, {'lat': -38.7125013, 'lon': -72.5632893}, {'lat': -38.7125575, 'lon': -72.5631237}, {'lat': -38.7125062, 'lon': -72.5630969}, {'lat': -38.7125303, 'lon': -72.5630218}, {'lat': -38.7125575, 'lon': -72.5629173}, {'lat': -38.7125826, 'lon': -72.56281}, {'lat': -38.7126014, 'lon': -72.5627229}, {'lat': -38.7126017, 'lon': -72.562684}, {'lat': -38.7125641, 'lon': -72.5626411}, {'lat': -38.7125788, 'lon': -72.5625536}];-72.5645312;-38.7126017;-72.5624508;-38.7106663
way;;;;;commercial;;;;;;;;;;[1408934384, 1408934386, 1408934341, 3232210533, 3232210532, 3232210531, 1408934343, 3232210534, 3232210535, 1408934351, 1408934361, 1408934371, 1408934368, 1408934370, 1408934352, 1408934356, 1408934357, 1408934384];;;127255265;-72.60748143334658;-38.74341969782502;[{'lat': -38.743465, 'lon': -72.6080546}, {'lat': -38.7434428, 'lon': -72.6081367}, {'lat': -38.743273, 'lon': -72.608071}, {'lat': -38.7433067, 'lon': -72.607929}, {'lat': -38.7432674, 'lon': -72.6079136}, {'lat': -38.7433149, 'lon': -72.6077135}, {'lat': -38.7432498, 'lon': -72.6076881}, {'lat': -38.7432339, 'lon': -72.6075885}, {'lat': -38.7432593, 'lon': -72.6075722}, {'lat': -38.74331, 'lon': -72.6073527}, {'lat': -38.7432324, 'lon': -72.607206}, {'lat': -38.7431278, 'lon': -72.6071684}, {'lat': -38.7431094, 'lon': -72.6069699}, {'lat': -38.7435304, 'lon': -72.6071311}, {'lat': -38.7436373, 'lon': -72.607039}, {'lat': -38.7437047, 'lon': -72.6071676}, {'lat': -38.7436497, 'lon': -72.6073709}, {'lat': -38.743465, 'lon': -72.6080546}];-72.6081367;-38.7437047;-72.6069699;-38.7431094
way;;;;Carrusel;commercial;;;;;;;;;;[1999553450, 3057683728, 3057683726, 1999553454, 3057683725, 1999553455, 3057685748, 3057685747, 1999553458, 3057685746, 3057685745, 1999553460, 3057685744, 1999553462, 3057685743, 3057685742, 1999553461, 3057685741, 3057685740, 1999553459, 3057685739, 3057685738, 1999553457, 3057685737, 1999553456, 3057685736, 3057685735, 1999553453, 3057685734, 1999553451, 3057685733, 1999553449, 3057683732, 3057683731, 1999553447, 3057683730, 3057683729, 1999553448, 3057683727, 1999553450];;;189312447;-72.59737400478855;-38.73761159090051;[{'lat': -38.7375117, 'lon': -72.5974777}, {'lat': -38.7375265, 'lon': -72.5974976}, {'lat': -38.7375437, 'lon': -72.5975139}, {'lat': -38.7375627, 'lon': -72.5975265}, {'lat': -38.7375831, 'lon': -72.5975347}, {'lat': -38.7376043, 'lon': -72.5975386}, {'lat': -38.7376257, 'lon': -72.5975378}, {'lat': -38.7376468, 'lon': -72.5975326}, {'lat': -38.7376668, 'lon': -72.5975229}, {'lat': -38.7376853, 'lon': -72.5975091}, {'lat': -38.7377017, 'lon': -72.5974915}, {'lat': -38.7377157, 'lon': -72.5974707}, {'lat': -38.7377268, 'lon': -72.5974472}, {'lat': -38.7377347, 'lon': -72.5974217}, {'lat': -38.7377391, 'lon': -72.5973949}, {'lat': -38.73774, 'lon': -72.5973674}, {'lat': -38.7377374, 'lon': -72.5973402}, {'lat': -38.7377313, 'lon': -72.5973139}, {'lat': -38.7377218, 'lon': -72.5972893}, {'lat': -38.7377093, 'lon': -72.597267}, {'lat': -38.7376952, 'lon': -72.5972488}, {'lat': -38.737679, 'lon': -72.5972337}, {'lat': -38.7376613, 'lon': -72.597222}, {'lat': -38.7376423, 'lon': -72.597214}, {'lat': -38.7376225, 'lon': -72.5972098}, {'lat': -38.7376025, 'lon': -72.5972096}, {'lat': -38.7375827, 'lon': -72.5972134}, {'lat': -38.7375637, 'lon': -72.5972211}, {'lat': -38.7375457, 'lon': -72.5972325}, {'lat': -38.7375294, 'lon': -72.5972473}, {'lat': -38.7375151, 'lon': -72.5972652}, {'lat': -38.7375031, 'lon': -72.5972857}, {'lat': -38.7374937, 'lon': -72.5973084}, {'lat': -38.7374872, 'lon': -72.5973326}, {'lat': -38.7374837, 'lon': -72.5973579}, {'lat': -38.7374833, 'lon': -72.5973835}, {'lat': -38.737486, 'lon': -72.5974089}, {'lat': -38.7374917, 'lon': -72.5974335}, {'lat': -38.7375004, 'lon': -72.5974566}, {'lat': -38.7375117, 'lon': -72.5974777}];-72.5975386;-38.73774;-72.5972096;-38.7374833
way;;;;;commercial;;;;;;;;;;[2420400899, 2420400900, 2420400901, 2420406104, 2420406107, 2420400899];;;233693496;-72.60936495929757;-38.74477794839457;[{'lat': -38.7446938, 'lon': -72.609436}, {'lat': -38.744811, 'lon': -72.609487}, {'lat': -38.7448621, 'lon': -72.609294}, {'lat': -38.7447856, 'lon': -72.6092606}, {'lat': -38.7447449, 'lon': -72.6092429}, {'lat': -38.7446938, 'lon': -72.609436}];-72.609487;-38.7448621;-72.6092429;-38.7446938
way;;;;;commercial;;;;;;;;;;[2420406103, 2420406107, 2420406104, 2420406105, 2420406106, 2420406103];;;233694210;-72.60915016034544;-38.7447730053987;[{'lat': -38.7447112, 'lon': -72.6092248}, {'lat': -38.7447449, 'lon': -72.6092429}, {'lat': -38.7447856, 'lon': -72.6092606}, {'lat': -38.7448352, 'lon': -72.609073}, {'lat': -38.7447601, 'lon': -72.6090403}, {'lat': -38.7447112, 'lon': -72.6092248}];-72.6092606;-38.7448352;-72.6090403;-38.7447112
way;;;;;commercial;;;;;;;;;;[3040066152, 3040066153, 3040066154, 3040066155, 3040066156, 3040066157, 3040066158, 3040066159, 3040066160, 3040066161, 3040066162, 3040066163, 3040066152];;;299921432;-72.61398456108401;-38.7330241470135;[{'lat': -38.7331186, 'lon': -72.6143665}, {'lat': -38.7332398, 'lon': -72.6140288}, {'lat': -38.7336352, 'lon': -72.614262}, {'lat': -38.7336725, 'lon': -72.6141581}, {'lat': -38.7328964, 'lon': -72.6137004}, {'lat': -38.7329835, 'lon': -72.6134577}, {'lat': -38.7329475, 'lon': -72.6134364}, {'lat': -38.7329075, 'lon': -72.6135479}, {'lat': -38.7328296, 'lon': -72.6135019}, {'lat': -38.7326586, 'lon': -72.6139784}, {'lat': -38.7326883, 'lon': -72.6139959}, {'lat': -38.7326537, 'lon': -72.6140923}, {'lat': -38.7331186, 'lon': -72.6143665}];-72.6143665;-38.7336725;-72.6134364;-38.7326537
way;;;;Centro Comercial Alemania;commercial;;;;;;;;;;[3040108180, 3040108181, 3040108185, 3040108186, 3040108187, 3040108180];;;299924430;-72.61520023958325;-38.733939381038745;[{'lat': -38.7337944, 'lon': -72.6153214}, {'lat': -38.7339126, 'lon': -72.6149811}, {'lat': -38.7339948, 'lon': -72.615028}, {'lat': -38.7340844, 'lon': -72.6150791}, {'lat': -38.7339661, 'lon': -72.6154194}, {'lat': -38.7337944, 'lon': -72.6153214}];-72.6154194;-38.7340844;-72.6149811;-38.7337944
way;;;;;commercial;;;;;;;;;;[3040108188, 3040108189, 3040108190, 3040108191, 3040108188];;;299924431;-72.61338488292735;-38.73443480042172;[{'lat': -38.734353, 'lon': -72.6134636}, {'lat': -38.7344314, 'lon': -72.6132538}, {'lat': -38.7345166, 'lon': -72.6133061}, {'lat': -38.7344382, 'lon': -72.613516}, {'lat': -38.734353, 'lon': -72.6134636}];-72.613516;-38.7345166;-72.6132538;-38.734353
way;;;;;commercial;;;;;;;;;;[2420405970, 3232275016, 3232275003, 3232275004, 2420405988, 2420405970];;;317017785;-72.60981615518656;-38.74510514921296;[{'lat': -38.7450184, 'lon': -72.6099127}, {'lat': -38.7450805, 'lon': -72.6096723}, {'lat': -38.7451919, 'lon': -72.6097196}, {'lat': -38.7451298, 'lon': -72.60996}, {'lat': -38.7451102, 'lon': -72.6099517}, {'lat': -38.7450184, 'lon': -72.6099127}];-72.60996;-38.7451919;-72.6096723;-38.7450184
way;;;;;commercial;;;;;;;;;;[3232275005, 3232275006, 3232275007, 3232275017, 3232275005];;;317017786;-72.60943104958794;-38.74517179094894;[{'lat': -38.7451783, 'lon': -72.6093108}, {'lat': -38.745215, 'lon': -72.6093725}, {'lat': -38.7451731, 'lon': -72.6095319}, {'lat': -38.7451244, 'lon': -72.6095109}, {'lat': -38.7451783, 'lon': -72.6093108}];-72.6095319;-38.745215;-72.6093108;-38.7451244
way;;;supermarket;Jumbo;commercial;Q6310864;Jumbo;;Avenida Los Pablos;1800;;;;Temuco;[3791581722, 3791581728, 3791581723, 7762479753, 7762479754, 3791581725, 3791581721, 7762479755, 7762479756, 3791581724, 3791581722];;;375822999;-72.63789644234974;-38.743708214123274;[{'lat': -38.7433955, 'lon': -72.6377321}, {'lat': -38.7432942, 'lon': -72.6377901}, {'lat': -38.7435322, 'lon': -72.6384738}, {'lat': -38.7438618, 'lon': -72.6382852}, {'lat': -38.7439031, 'lon': -72.6382616}, {'lat': -38.7441487, 'lon': -72.638121}, {'lat': -38.7438756, 'lon': -72.6373364}, {'lat': -38.7438221, 'lon': -72.637367}, {'lat': -38.743811, 'lon': -72.6373351}, {'lat': -38.7433493, 'lon': -72.6375993}, {'lat': -38.7433955, 'lon': -72.6377321}];-72.6384738;-38.7441487;-72.6373351;-38.7432942
way;;;;;commercial;;;;;;;;;;[5657698741, 5657698742, 5657698743, 5657698744, 5657698741];;;592908298;-72.59654665016957;-38.76649576945541;[{'lat': -38.7665249, 'lon': -72.5965945}, {'lat': -38.7665366, 'lon': -72.5965175}, {'lat': -38.7664663, 'lon': -72.5964989}, {'lat': -38.7664552, 'lon': -72.5965759}, {'lat': -38.7665249, 'lon': -72.5965945}];-72.5965945;-38.7665366;-72.5964989;-38.7664552
way;;;car_parts;Repuestos Francisco;commercial;;;;;;;;;;[5698387484, 5698387485, 5698387486, 5698387487, 5698387488, 5698387489, 5698387484];;;598719569;-72.66833372341682;-38.7584591670415;[{'lat': -38.7584124, 'lon': -72.6684769}, {'lat': -38.7585325, 'lon': -72.6684383}, {'lat': -38.7584784, 'lon': -72.6681607}, {'lat': -38.7584076, 'lon': -72.6681834}, {'lat': -38.7584372, 'lon': -72.6683349}, {'lat': -38.7583878, 'lon': -72.6683507}, {'lat': -38.7584124, 'lon': -72.6684769}];-72.6684769;-38.7585325;-72.6681607;-38.7583878
way;;;;;commercial;;;;;;;;;;[5698387490, 5698387491, 5698387492, 5698387493, 5698387490];;;598719570;-72.66896342042925;-38.758524155928185;[{'lat': -38.7584902, 'lon': -72.6690373}, {'lat': -38.7585841, 'lon': -72.6690015}, {'lat': -38.7585581, 'lon': -72.6688895}, {'lat': -38.7584642, 'lon': -72.6689254}, {'lat': -38.7584902, 'lon': -72.6690373}];-72.6690373;-38.7585841;-72.6688895;-38.7584642
way;;;;Edificio Buro;commercial;;;;18 de Septiembre;525;;;;Temuco;[6460703515, 6460703516, 6460703517, 6460703518, 6460703515];;;688792055;-72.6068696318426;-38.73636493126469;[{'lat': -38.736428, 'lon': -72.6072028}, {'lat': -38.7365493, 'lon': -72.6066341}, {'lat': -38.7363024, 'lon': -72.6065322}, {'lat': -38.7361811, 'lon': -72.6071116}, {'lat': -38.736428, 'lon': -72.6072028}];-72.6072028;-38.7365493;-72.6065322;-38.7361811
way;;;;Boulevard Universitario;commercial;;;;;;;;;;[6460708779, 6781149700, 6781149699, 6781149698, 6781149701, 6460708780, 6460708781, 6460708782, 6460708779];;;688794343;-72.60671307451432;-38.736166003560314;[{'lat': -38.736178, 'lon': -72.6069638}, {'lat': -38.7361938, 'lon': -72.606889}, {'lat': -38.7362071, 'lon': -72.6068936}, {'lat': -38.7362387, 'lon': -72.6067444}, {'lat': -38.7362256, 'lon': -72.606735}, {'lat': -38.7362758, 'lon': -72.6064981}, {'lat': -38.7361511, 'lon': -72.6064547}, {'lat': -38.7360525, 'lon': -72.6069201}, {'lat': -38.736178, 'lon': -72.6069638}];-72.6069638;-38.7362758;-72.6064547;-38.7360525
